,username,tweet,likes_count,sentiment_analysis,sentiment_value
262906,nicolas_20158,hay un grupo de personas que esta a favor de la vacuna rusa no se puede ser más ignorante no solo no la aprobó la autoridad regulatoria europea sino que ni siquiera la aprobó la anmat basta de mentiras los datos primero compraron una vacuna que no sirve,3,Negativo,1.484172822540421e-19
292620,dreyfusar,al parecer putin dijo que no se puso la vacuna rusa porque no está recomendada para mayores de 60 ahora gollan dice que es una mala traducción y que en rusia no se está vacunando prioritaria mente a los mayores de 60,0,Negativo,1.5065417959885812e-19
310386,rosauradediez,no entiendo ayer dijo que quería los papeles de la vacuna rusa y que había hecho averiguaciones sobre la vacuna en europa donde dijo nadid la conoce hoy dice que suscribe lo que dijo roukauf hay que vacunarse y ud sabe que la rusa es la que llegará acá,0,Negativo,1.5589099999275062e-19
282444,pabloghsanchez,el mismo gobierno que dijo que en diciembre iba a vacunar a 25 millones de personas despues dijo que iba a vacunar a 300 mil y apareció muerto el científico ruso que dijo que la vacuna rusa no es segura para humanos estas hablando de esa vacuna o hay otra vacuna rusa,0,Negativo,1.5673568583173104e-19
93221,conseriedad,la verdad es que como una persona puede pensar de una forma tan ignorante su odio es tan estúpido que no piensan en su salud ya los escualidos dicen que ellos no quieren ni la vacuna china ni la russa ellos quieren la de eeuu y la británica pero hay otra verdad son los primeros,0,Negativo,1.567459638097947e-19
268781,jgfsandoval,y que es lo que le molesta señor avila que haya sido piñera por favor manera de ser mala clase claro quien va a querer en argentina ir a recibir un vacuna rusa que no siquiera está aprobada por favor piense un poco antes de emitir comentarios insidiosos,1,Negativo,1.594012955147302e-19
286172,rayovirtual,hoy clarín le gana a la nación es el medio más abominable del día acusa al gobierno de traer solo la mitad de las dósis que proclama y en otro artículo dice que con la vacuna rusa nos van a matar a todos veremos cómo contraataca la nación que quiere seguir siendo el peor,130,Negativo,1.5963259548872351e-19
22951,waldix13,no ayer en un reportaje de canal n a un adulto se le preguntó y dijo que le dieron la vacuna china y que no hay de la otra y terminó diciendo tristemente que se le hace es lo que hay,0,Negativo,1.5984221168670148e-19
306204,sagradagrace,se habla de la vacuna rusa que va a ser la 1ra en llegar pero no se dice que esa vacuna no se la puede aplicar a mayores de 60 años ni a personas con enfermedades crónicas ni embarazadas lo dijeron en rusia qué pasa que no se dice,0,Negativo,1.5995258793511317e-19
196030,mcuanalo,74 entonces estámos mal verdad ahora el problema con la vacuna rusa es que hay opacidad en sus estudios no dicen la cagamos como los otros ese es el problema no que sea hecha en rusia ahora si es lo que hay que se diga no pasa nada,1,Negativo,1.6008877735818945e-19
49898,abg904,no gastan más que en ellos porque dicen primero que la vacuna china se la cobran a u s 70 cuando vale 40 y ahora dicen que se la venden a u s 20 no tienen para las vacunas ni les importa y no quieren las elecciones eso está claro desde que asumieron,1,Negativo,1.646944202834658e-19
204566,isa2652,pero si tu como yo somos opocision porque no nos vemos reflejados en las encuestas yo no creo que el 82 de los mexicanos quiera ponerse la vacuna rusa o tu si entonces por qué dicen que si en las encuestas no se dan cuenta el daño que hacen,0,Negativo,1.665641610535676e-19
222829,ttovars,sabe que sr no le creemos nada habla de cero corrupción y de total transparencia y uds bloquean toda la info sobre las vacunas ahora se dice por ahí que las vacunas se las regalo trump que nunca han comprado nada que por eso quieren la vacuna rusa que es más barata y no sirve,1,Negativo,1.797745662433239e-19
163842,_nonsummer,hoy vi a la vecina de mi amiga la que dijo que se había caído un árbol y no pasó nada bueno no es lo mejor que podía acotar de ella pero la cuestión es que me contó que le aplicaron la vacuna rusa y casi se muere y eso que ya tuvo covid muy raro todo,0,Negativo,1.847043284984584e-19
448558,yohana59067000,me imagino a algunos preocupados por la vacuna rusa pensando que les van a poner un chip que los va volver comunistas y les va manejar la mente lo peor es qué ya no tienen cerebro por mirar rcn y caracol ahh y ni que decir que son esclavos de la tarjeta,15,Negativo,1.849019769818037e-19
137759,rosa001984,mi suegra de 80 años jubilada miradora serrial de tn ya nos dijo que no se pondrá la vacuna rusa porque no escucharon lo que dicen en la tele ustedes no tienen dimensión del año que han hecho,0,Negativo,1.8762646451816304e-19
128663,rbn2021,si hay una connotación política detrás de la vacuna rusa ellos dicen que no pero es evidente como es posible que la agencia de medicamentos apruebe a pfizer que no ha sido aplicada ni a la mitad de la cantidad de personas que sputnik v,3,Negativo,2.0082208001866561e-19
313291,fevrier_glace,he estado hablando con la que limpia los portales en mi casa que es una señora rusa y me dice que la vacuna rusa no es buena por que no vale para gente mayor ni para niños ni para enfermos solo para gente fuerte pero a este gente que rollo les han contado,1,Negativo,2.0254995443221371e-19
209791,cesargbarrancoc,los que dicen que la vacuna rusa no sirve creo que no tienen ni tantita idea de cómo funciona el mundo dicen no está aprobada por la fda me pregunto si sabrán que existe algo llamado geopolítica ya mero los eua iban a salir a decir si nos ganaron nuestros rivales históricos,0,Negativo,2.0916202983913008e-19
283713,alerosenfeld,no me lo digas a mi no tengo problema con la vacuna rusa lo q digo es que va a generar mas delirio en la población ademas ni siquiera por lo q lei no se sabe si trabajaba en esta vacuna q esta por venir las notas dicen que trabajaba en una vacuna pero el es de otro instituto,1,Negativo,2.1350062753209732e-19
346031,byron_dot,1º no se sabe si la vacuna rusa en buena 2º es una vacuna que al día de hoy no ha completado todas las pruebas necesarias 3º están ilusionando a la gente con algo que no se sabe si funciona 4º se nota que están desesperados por tapar el desastre que han hecho en salud,0,Negativo,2.1467063205829185e-19
22648,virvir63062714,me acaban de poner vacuna china me asustaron ahora ya está espero que no me pase nada malo trabajo en salud y era la que había en mar del plata tengo 39 de fiebre me siento como si tuviera covid me dijeron que era normal si me pasaba cuando me la aplicaron,1,Negativo,2.186759135495892e-19
148914,alfreborgioli,bazán te dijo que la vacuna rusa no servía ahora se escandaliza porque los que no le creyeron se vacunaron con la vacuna que según bazán no servía cuantas maneras aguanás de que este tipo te diga que no valés nada le creíste a bazán y no te anotaste y ahora vas al final,2,Negativo,2.1952749606585805e-19
101308,alejandrinaaxx,hoy nos llevó un remisero que nos dijo que los aliens lo habían abducido hace unos años y el virus era alienígena acto seguido nos dijo yo a la vacuna rusa no me la pongo soy pobre pero capitalista ni paranoia tenía,1,Negativo,2.2005309232436418e-19
319629,alejandrinaaxx,hoy nos llevó un remisero que nos dijo que los aliens lo habían abducido hace unos años y el virus era alienígena acto seguido nos dijo yo a la vacuna rusa no me la pongo soy pobre pero capitalista ni paranoia tenía,1,Negativo,2.2005309232436418e-19
257796,cmfmaris2,hoy el odontólogo me decía que él como kirchnerista defiende la vacuna rusa y que si el gobierno la aceptó aún cuando fuera peor que las otras pero en base a consideraciones geopolíticas estaría de acuerdo hoy no fuiste al odontólogo por qué no das la cara por tus opiniones,3,Negativo,2.238964513774438e-19
49319,sofiall2000,alayo garcia no critica cuando se supo que venía la vacuna china todos criticaron que porque no pfizer que la china es la peor etc ahora se sabe que la efectividad de la sinopharm no es tan mala pero se critica la cantidad,1,Negativo,2.242481900241129e-19
158604,alconali,ud porque si jode porque no si no le gusta bien pueda váyase a chile aqui la vacuna rusa no va ser la si el presidente de ese país no se la quiso aplicar por algo será el comunismo es una plaga peor que el covid este mata pero es peor morir de hambre,0,Negativo,2.26291190731192e-19
316520,galileo20191,ja ja vi un pedazo donde le dicen de los 800 000 por el spot de que se ponen la vacuna rusa dice que no cobró eso para nada pero no dice que cobro la última info era 800k en total se gasto el tipo se callo la boca,3,Negativo,2.305098548022709e-19
45334,viollettee3,1 si fue un desastre porque los golpistas lo llamaron 2 la vacuna china se aprobó en diciembre del 2020 3 no se firmó con ellos porque le dieron golpe de estado en noviembre lo único bueno es que ahora todos quieren la vacuna china jajaja y tanto decía ud que era mala jaja,0,Negativo,2.3949463135225683e-19
66732,ramos2020e,los que están criticando la vacuna china van a ser los primeros en formar su cola cuando toque vacunarse critican que no había vacuna ahora critican porque es china a la firme que no se les entiende a estas bestias si no t quieres vacunar no lo hagas así d simple no jodan,3,Negativo,2.6279813358581097e-19
26559,mgherrera77,eres tonta tu x tu odio político le metes agua a tu abuela no quieres escuchar razones solo tus pasiones haya tu cuando le pase algo recuerda lo dicho aqui ahora yo a mi vieja no le vacuno con esta basura de vacuna china no lo hare ni pagado,0,Negativo,2.697959988389596e-19
116749,cmojoneroficial,jaime com me dijo para ser el primero con la vacuna rusa me escribió por dm me llamó me escribió en mi tl pero no sé por qué no lo ví lo cierto es que lo vi pero después de que me vacuné con pfizer,0,Negativo,2.706922176646823e-19
148250,hugohutlu,mira vos así que la vieja macrista de mirtha legrand se quiere aplicar la vacuna rusa hay que ser cínica no ahora que no se la apliquen ya que hablo pestes de la vacuna que no se la den encima para que por lo que le queda de vida no las malgasten sinverguenzadas,0,Negativo,2.726961241657428e-19
174054,pedro21755934,perfecto nadie esta diciendo que no existe pero que tiene que ver con lo que estoy diciendo yo estoy diciendo que donde estaba hace 60 días cuando el gobierno trajo la vacuna rusa y se empezó a cuestionar esa vacuna y este organismo taaann prestigioso no dijo nada,0,Negativo,2.7279348702793343e-19
250107,ielece10,la vacuna rusa es basura los negociados con la cuarentena es basura los gastos del senado es basura la ley del aborto es basura el precio del dólar es basura dejar los chicos sin educación un año es basura en realidad el peor gobierno de la historia,0,Negativo,2.7911000867009524e-19
114526,aztibegia,por qué uno de 69 ayer no y hoy sí ola ke ase no sé parece como poco serio todo hasta ayer un maisu de 35 años astra y la segunda ni se sabe lo que le van a dar luego lo de la vacuna rusa hace unos meses era una nota ahora todos peleándose por ella,0,Negativo,2.8392127831337365e-19
105972,luenriquea,rusa la ineficiencia que viene desde hace tiempo o usted cree que solo es culpa del actual gobierno la gestión de sagasti deja mucho que desear pero no podemos culparlo por todo lo que ha pasado,0,Negativo,2.889308753152769e-19
369831,somosjoseisrael,se acaba de reportar el panita supongo que ya echó gasolina pero no le toqué el tema me dijo sigue el nepotismo en el gobierno resulta que nicolasito se pondrá la vacuna rusa primero que yo y eso no puede ser le dije pero si me dijiste que jamás te la pondrías me colgó,29,Negativo,2.929088453929276e-19
147988,josramr76755124,que pendejo creerle a quien en cada pendejada que dice la caga dijo que donaría una ambulancia no cumplió dijo que margarita zavala era lo peor del pan y están juntas dijo que la vacuna rusa no servía y le contestaron los mismos rusos etc etcétera pobrecito buey,3,Negativo,2.981361498160592e-19
274443,manzanelli,acá una me dijo que no esperaba mucho de la vacuna rusa porque ella había tomado nafta de adolescente lo único que les importa es prevalecer estar ahí decir lo que sea con tal de justificar los hechos valen solo cuando confirman una posición o una superstición,3,Negativo,3.0101902944776033e-19
140980,luchitoalarcn1,ya estas quedando muy mal y con pruebas se te dice que no hay laboratorios que negocien con privados miguel ciccia ha dicho que ya tiene el trato con la vacuna rusa oh vaya hoy lo desmintieron por lo que ese sujeto le llega si queda mal,0,Negativo,3.023102064707959e-19
26385,mosteirodaniel,la pregunta real sería por qué la gente no se vacuna una de las respuestas es que la vacuna china la que me voy a dar mañana era lo peor que había dicho por varios integrantes del gobierno algo se responsabilidad capaz que tienen no sé,9,Negativo,3.0334968905072443e-19
248080,carapintada82,mi hermano ya se dió la vacuna rusa hace un par de días y el mismo me dijo que no son seguras hace dos semanas pero bueno como es personal sanitario le dan como es joven no creo que le haga nada mas que dejarlo esteril,11,Negativo,3.1351740110786704e-19
318970,acm1pt_____,hoy me junté con un amigo que dice que ni en pedo se pone la vacuna para el covid y cuando le pregunté por qué me decia porque no ajdjaj amo a los antivacunas q fuman paraguayo pero no se quieren darse una vacuna rusa,4,Negativo,3.1590026417364527e-19
193107,arcantu28,fatum el mismo gatel dijo que no se pueden autorizar si no tienen estudios de fase 3 y resulta que nadie sabe de los estudios de la vacuna rusa será que por eso usa o la ue no la ha autorizado,0,Negativo,3.1898850963677607e-19
235914,h06458,no existe tal decision ya que no tendran ni en marzo ni hasta junio la segunda dosis de la vacuna rusa lo cual va a tirar a la basura el efecto de la primera la peor gestion mundial de la pandemia se convierte en la peor gestion de vacunas elpeorgobiernodelahistoria,4,Negativo,3.2023578562432043e-19
24994,danielzarateren,si el mismo biólogo molecular con doctorado en salud publica que dijo que que las pruebas serológicas eran basura que no servían para nada si el mismo que dijo que la vacuna china da más covid 19 que el placebo y que es solo agua destilada así de científico willax,1,Negativo,3.239670630783268e-19
288572,santiagoalzaria,sabía o no sabía al hacer el último anuncio de la llegada de la vacuna rusa que todavía no había pasado de la fase dos a la tres y que por lo tanto no se la podía dar ni vladimir putin ni él ni nadie que tuviera más de 60 años,0,Negativo,3.2756155252484555e-19
52540,dani1188078315,no compren la vacuna china hay gente muerta x aplicarse la vacuna la peor de todas alberto no nos mates a todos x hacer negocios con china ademas sale 30 dolares es la mas cara de todas y la peor de todas no le apliquen esta vacunas a nuestros niños,0,Negativo,3.3162315743712515e-19
66238,flechabarbara,ruiz primero que lleguen segundo ayer la ministra dijo que no habían firmado con ningún laboratorio tercero la vacuna china no me la pongo ni muerta primero que se la pongan los del gob si sera verdad no se les cree nada,9,Negativo,3.4222083364882026e-19
242641,luismanuel825,uno trata de ser chevere buna persona pero no viene gente a sacar lo peor de uno me escribe vi para sugerirme aconsejarme joder que no me coloque la vacuna rusa porque no es confiable me respira profundo por su parte no se colocará la vacuna rusa,0,Negativo,3.5138278133189208e-19
342279,romifarran,no se como a la gente no le da vergüenza hablar pelotudeces sobre cosas que no sabe la cantidad de personas que habla porque puede sobre la vacuna rusa si fuera medica me estaría dando la cabeza contra la pared,2,Negativo,3.5481257618391995e-19
263737,isidrorodes,alethia no sé como está hecha la vacuna rusa porque no me afecta pero te digo lo que me dijo un microbiólogo conocido mío que habia dicho uno de los que habían desarrollado la rusa que antes de dos años él el ruso no se la ponía,1,Negativo,3.5906543433235807e-19
205969,criticonmichi,el problema es que ni siquiera sabes leer lo que dice lilly es que la vacuna rusa no esta aprobada por la oms no están los documentos que avalen su eficacia así que no sabes si funciona de forma adecuada es eso trata de comprenderlo por un segundo,0,Negativo,3.59102950795431e-19
183589,rochaperiodista,respeto su opinión el problema es cuando sus prejuicios los quieren pasar por información descalificaron a priori la vacuna rusa solo por ser rusa un poquito más de rigor a la hora de opinar 25 de enero lilly téllez a rusia menos necesitamos sus vacunas de mala calidad,374,Negativo,3.59854310905423e-19
399260,javier81036418,pe buenos días no entiendo porque no le dan importancia a la vacuna rusa si igual dicen que está ya lista además si hay otras vacunas que se están probando hay que tomarlo como prueba desearía que le pregunten a un paciente o familiar con covid si van esperar un meses si funciona,0,Negativo,3.700391558367856e-19
243312,rubenracciatti,eso es tu opinión la vacuna rusa no se la quiere poner nadie por algo ningún país la está aplicando por qué no traen las otras vacunas nadie nos quiere vender ni loco me pongo la vacuna rusa y vos tampoco entiendo que tenes que cumplir lo que te bajan de arriba,0,Negativo,3.8908759448295603e-19
291362,aldofarina5,que putín diga que no se pone la vacuna rusa me hizo acordar a cuando con unos amigos fuimos a comer aun club y al final de la comida pedimos café la moza dijo están seguros miren que el café es medio pedorro ni los que venden le tienen confianza,0,Negativo,3.9241707420040154e-19
143813,ramparts__,primero anda y denuncia ese robo segundo no me gasto con alguien que se pasó todos estos meses diciendo que la vacuna rusa no sirve y ahora se queja de que no lo vacunen un poco de coherencia por favor adiós,1,Negativo,3.9662463205290774e-19
257568,hstornelli,en la última cumbre del año la plana mayor de jxc sembró dudas sobre la eficacia de la vacuna rusa en la peor crisis sanitaria de los últimos 100 años los q fueron el peor gobierno de la democracia se empeñan en ser la peor oposición si gobernaran ellos se les vencerían todas,38,Negativo,3.9694262279781353e-19
174557,pesimistaconinf,por mi que es se haga enemas con la vacuna que quiera con los despelotes que tenemos en argentina para qué queremos saber que hace el papa además no tenemos ni la vacuna rusa a ésto se le suma que los tipos ya publicaron los papeles por lo que no debería ser mala,0,Negativo,3.970622656518087e-19
262951,yoena_,yo no me quiero dar la vacuna rusa y solo compraron esa yo no me vacuno todo bien con los rusos que tengo una gran amiga ahí pero esa vacuna ni loca deja mucho que desear,0,Negativo,3.98860517403328e-19
291512,crissuperann,por favor dejen de dar vergüenza yo que putin los mando a la puta madre que los parió encima que les avisa de onda que la vacuna rusa es una porquería un infeliz que no habla bien ni el español dice que tradujeron mal,0,Negativo,4.047834824487012e-19
182091,nadiapotter,la ciencia aprobo hoy la fase 3 de la vacuna rusa que hace dias no estaba aprobada y mi bancada dijo que si estaba aprobada desde antes aparte no entiendo porque les cala tanto algo que twiteo ella deberian estar mas interesados en lo que dice la oms y no lo estan,0,Negativo,4.14034496291886e-19
76913,coahuiltejas,ebrard barbero pero ya te la cobraremos por transa pues has comprado sin l c a s insumos chinos de mala calidad y ahora quieres que nos pongamos la vacuna china de nuevo de mala calidad no quieres a méxico sino eres barcelonette de la mafia de marsella verdad,0,Negativo,4.1837421131612144e-19
132892,bocafloyd,entiendo lo que decís pero creo que no se le puede achacar a la campaña antivacunas la decisión de no vacunarse creo que va mas alla de creerle a la carrio creo que no hay que ser demasiado inteligente para saber que la vacuna rusa no era veneno,0,Negativo,4.186151019102549e-19
193393,ivanilich,dices vacuna rusa como si eso la hiciera de mala calidad vacuna barata como si fuera pirata yo no conozco muchas marcas rusas de hecho ni su alfabeto completo faltó decir que es mala por ser la vacuna de los comunistas pero eso si la musiquita dramática quedo chingona,0,Negativo,4.3241379838737625e-19
292267,maraesquivel12,hay q ser más responsable no minimizar el tema de la vacuna rusa porque putín no dijo q no se probó en 60 sino q no es conveniente por qué desautorizan lo q él dijo diciendo q no hay que preocuparse por favor no es broma esto el dr lópez es poco serio,0,Negativo,4.375732157211626e-19
138846,lucero_a09,los100tifikos de las redes sociales dicen que por qué están usando la vacuna sinopharm si no ha culminado su estudio en perú amiguito amiguita entonces para que chucha pides que traigan la vacuna rusa o peor aún la vacuna peruana que ni siquiera existe fakenews,0,Negativo,4.392462381750493e-19
176449,jaime2urdiales,jaja esta es la peor maroma que he leído eres el único que dice esto todos los demás que me han contestado aplauden lo que dice la revista sobre la vacuna rusa pero le niegan la razón respecto al artículo sobre el pésimo manejo de la pandemia por parte del gobierno,0,Negativo,4.420491545295512e-19
172793,natalia_vera15,me encantaría que se parara delante de la venta a la que traicionó a la que le mintió que le diera la cara a los deudos de las personas que le creyeron cuando dijo que la vacuna rusa era mala y que por lo tanto decidieron no vacunarse realmente me encantaría anímala carlos,0,Negativo,4.51611055638829e-19
284520,simplelosdemas,fakenews no se entiende cuál es la defensa a algo que hoy es cierto la vacuna rusa aún no tiene recomendación para mayores de 60 eso no lo dijo el gobierno nunca eso es lo que se reclama dijeron que iban a comenzar a vacunar a las personas de riesgo 60 y personal de salud o no,0,Negativo,4.693717441692057e-19
135792,gabrielpesantes,cas la señora bermúdez no he visto que ha dicho que es falso ella dijo que la vacuna los datos que hemos usado son de otros países y la vacuna rusa se supone que también debe ser con los datos del exterior no osea lo lógico todos por igual pero no ponen pero quien se jode todos,0,Negativo,4.808650240206206e-19
335005,julianviader,azar mira no lo decidi tampoco veo necesidad de vacunarme no creo que el covid sea algo que amerita que me vacune no soy de riesgo tampoco se el progreso y resultados de la vacuna rusa no me di la vacuna contra la gripe calculo que tampoco me dare esta no le veo utilidad,1,Negativo,4.831479136115294e-19
5813,barby87ok,ayer mi papá tuvo que aclararle 80 veces a mi tío gorila mal que la vacuna que él tiene no es la de chile que es la sinovac porque no paraba de decirle que la vacuna china que él se dio no sirve que lo escuchó de lanata es agotador no se puede así,2,Negativo,4.8623650157289895e-19
163638,gordosi,el presidente sabía lo que decían los medios sobre que él quería envenenar con la vacuna rusa a los argentinos pero bien que se hizo el boludo cuando y dijo que no sabía nada sobre el padre que no puedo despedir a su hija por las medidas que él mismo impuso,0,Negativo,4.936277643460492e-19
262434,avecestanmujer,no entiendo que les molesta tanto de que la vacuna rusa esté en fase 3 si se ofrecieron como voluntarios para la fase 3 de pfizer y otras más y ni siquiera saben si lo que les inocularon era vacuna o placebo esto es lo mismo pero con vacuna cálmense,1,Negativo,4.991201997250209e-19
358474,jaumopatic,la vacuna rusa a día de hoy no ha podido probar su eficacia y seguridad según los estándares de la ue ninguna lo ha logrado aún me parece perfecto que no se permita usarla si no es con evidencias rigurosas sobre la mesa si tiene efectos secundarios sería un desastre,0,Negativo,5.017281057134309e-19
304567,li_villalba,la cara de anunciando la aplicación de la vacuna rusa porque no quieren otra no tiene desperdicio una cara de mala noticia lo bueno que lo vimos y escuchamos todos hoy dice que se vacuna mañana no y así va gobernando cambiando de opinión,0,Negativo,5.035300608344335e-19
158381,delrazo_17,20 mg entonces agachones como siempre si no nos quejamos no progresamos entiéndelo de la vacuna rusa se criticó por la simple razón de que ésta no había llegado a la fase 3 y la falta de vacunas a quien más se le puede reclamar si no es al gobierno,1,Negativo,5.045142802338261e-19
169892,mimirsincabeza,y pues hoy ya salió el peine con mi abuela y la vacunación que una comadre le dijo que en sinaloa nomás van a inyectar la vacuna rusa y pues no que ella mejor se espera a otra que no sea esa o la de pfizer porque leyó por ahí que suele tener reacciones negativas,1,Negativo,5.187415386697768e-19
272521,wachinmusk,no esperamos que compren las pfizer que ya está más que comprobado que son 100 eficientes tanto para los menores de 18 como los mayores de 60 años cosa que no tiene la vacuna rusa putin mismo dijo que no es eficiente para mayores de 60 por eso no se la aplicó a si mismo,0,Negativo,5.192264952197893e-19
286963,marcelo52925793,pero si putin dijo que no se la iba aplicar porque la vacuna rusa spunikv no estaba confirmada para mayores de 60 años que diferencia hay entre la vacuna rusa y la de los eeuu no tendrían que tener una misma formula por ser de emergencia mundial aquí se ve que hay encerrado,0,Negativo,5.2239931717132975e-19
286907,oscarmarce,pero si putin dijo que no se la iba aplicar porque la vacuna rusa spunikv no estaba confirmada para mayores de 60 años que diferencia hay entre la vacuna rusa y la de los eeuu no tendrían que tener una misma formula por ser de emergencia mundial aquí se ve que hay encerrado,0,Negativo,5.2239931717132975e-19
286973,marcelo52925793,ebrard pero si putin dijo que no se la iba aplicar porque la vacuna rusa spunikv no estaba confirmada para mayores de 60 años que diferencia hay entre la vacuna rusa y la de los eeuu no tendrían que tener una misma formula por ser de emergencia mundial aquí se ve que hay encerrado,0,Negativo,5.2239931717132975e-19
286966,marcelo52925793,pero si putin dijo que no se la iba aplicar porque la vacuna rusa spunikv no estaba confirmada para mayores de 60 años que diferencia hay entre la vacuna rusa y la de los eeuu no tendrían que tener una misma formula por ser de emergencia mundial aquí se ve que hay encerrado,1,Negativo,5.2239931717132975e-19
286979,marcelo52925793,pero si putin dijo que no se la iba aplicar porque la vacuna rusa spunikv no estaba confirmada para mayores de 60 años que diferencia hay entre la vacuna rusa y la de los eeuu no tendrían que tener una misma formula por ser de emergencia mundial aquí se ve que hay encerrado,0,Negativo,5.2239931717132975e-19
265162,pioja_mala,por qué les molesta a los kumpas que no confiemos en la vacuna rusa cuál es el problema eso no les impide vacunarse de verdad no logro entender que hagan tanto escándalo porque hay gente que no quiere ponerse esa vacuna aclaro por si acaso que no me pondría ninguna,2,Negativo,5.360696962392245e-19
295583,mufercho_,a ver si entiendo el querido presidente dijo q iban a aplicar la vacuna rusa a la franja de riesgo entre la que están los mayores de 60 y hoy el presidente ruso dijo que no se aplico la vacuna porque no es segura para mayores de 60 albert haciendo el ridículo capitulo mil,4,Negativo,5.377182222300375e-19
206962,silvergreen85,a mi particularmente no me importa si traen la vacuna rusa o no lo que no entiendo es por que usar solo una no se sabe que paso con las vacunas de pfizer dicen que astrazeneca tendrá listas dosis hasta marzo gt,0,Negativo,5.507507942292314e-19
127325,alitocassta,no lo voy a defender porque me parece nefasto todo lo que esta haciendo pero en chile se vacunan hasta con la china y aca ahora si no es la rusa no se quieren vacunar hace 5 meses mas o menos no la queria nadie a la vacuna rusa aca ee no se olviden y tampoco quieren la china,0,Negativo,5.616433552454723e-19
126919,chueco30,la presidenta de la nación dijo que no es casualidad que tengamos la vacuna rusa veamos fueron a rusia compraron la vacuna rusa luego fueron a rusia y trajeron la vacuna rusa recordé al que dijo que no aumentó la nafta carga 500 les dio 500 y le cobraron 500 forrosk,0,Negativo,5.801578799162101e-19
73702,kurtnolte,porque no se considera la vacuna china o rusa debería haber una comisión en el congreso que vea este tema cual de las vacunas es más cara nos dicen que ya estamos inmunizados rebaño e igual gastarán miles de millones debería haber una investigación,0,Negativo,6.061492121361511e-19
155301,camilosoaresm,también el abc color se pasó mintiendo afirmando que la vacuna rusa como la etiquetaron era de mala calidad que ni los rusos querían ponérsela que no eran transparentes y replicando las criminales campañas de desinformación si esto no es prejuicio ideológico no se que es,0,Negativo,6.107301914819422e-19
353019,sanjuan19diario,alberto fernández me han ofrecido vacunarme pero no me parece justo dijo que no se aplicó las dosis a pesar de que cuenta con dos muestras de la la vacuna rusa sputnik v ya que lo hará el día que todos podamos vacunarnos no porque tengo el privilegio de ser presidente,1,Negativo,6.177695131396569e-19
57812,leyregist,que compren la vacuna americana allí si me vacuno pero con la vacuna china nada que ver el mismo doctor huerta dijo que la vacuna china no era confiable pero hoy cambio su versión dice que si es buena sin embargo el se vacuno con la americana que les parece,0,Negativo,6.24635404016411e-19
72631,justa20201,alguien me puede explicar porque no estoy siguiendo al pie el tema de la vacuna qué vacuna van a utilizar al final putín dijo que no tienen capacidad de producción para su vacuna con pfizer ya no acordaron de la vacuna china no dijeron más nada y la de aztraz que pasó,0,Negativo,6.338393678759504e-19
202586,tradercomplex,lo peor que puede pasar con la vacuna rusa es la falsa sensación de seguridad además del costo de oportunidad ni siquiera nos han dicho de a cómo va a salir el chistecito todo lo que se gaste en ellas se deja de gastar en las que sí tienen eficacia,7,Negativo,6.34021603323403e-19
14830,cenvall,qué defiende el morado mantenido julio guzmán defiende la vacuna china que es la peor de las vacunas y la más cara contra betoasaber dijo que lo difama con falsedades y dijo que es una fábrica de mentiras y se negó a rectificarse con el dueño en bayly,19,Negativo,6.427662775784026e-19
247773,adribatesther,perfumo no soy médica pero he conversado con muchos profesionales de la salud que dicen que la vacuna rusa no se sabe ni lo que es y que no se la pondrían si los otras que se están dando en el mundo la determinacion del gobierno de traer la rusa no me suena que sea para cuidarnos,0,Negativo,6.442483598872437e-19
32532,fjmoreno18,a ver siendo honestos que yo sepa aquí no se les ha dado prioridad ninguna ni le han quitado la vacuna a nadie se han tenido que ir a hacerle una visitilla al emérito en abu dhabi para ponerse la vacuna china sinopharm que hoy por hoy no ha llegado a españa todavía,4,Negativo,6.483943197707814e-19
203493,ricardo54700705,sigue sosteniendo que la vacuna rusa es de baja calidad lo de la falta de aprobación por cofepris y otros organismos verdad pero de donde saca que no tiene la calidad para ser usada eso es lo que está mal sra informese y luego comparta su opinión,0,Negativo,6.507238424550824e-19
166375,zanoni,hace dos meses no se sabia nada de la vacuna rusa ni el gobierno tenia info ni la anmat cual es el problema en desconfiar hasta putin dijo que no se la daría la confianza va variando semana a semana hoy es distinto vacunen a todos y déjense de joder con la campaña anti,1,Negativo,6.709955376888484e-19
112171,grazianopascale,no lo de la vacuna rusa no tenía que ver con la ciencia tenía que ver con una acción del smu paralela al msp ak que ni siquiera había pedido permiso una operación de propaganda cuando aún ni siquiera había completado los ensayos,0,Negativo,6.833642205887552e-19
454618,kwinnyk,sé que me voy a comer puteadas y unfollows pero me da igual de cringe la gente que dice que se pondría la vacuna rusa por la susaniteada putin y cfk se aman que los que dicen que no se pondrían otras porque bill gates soros el 5g y lex luthor,78,Negativo,6.89577523261778e-19
15390,hit24169079,hay que estar mal de la cabeza o ser un canalla para pensar que esto se trata de un trofeo si te digo que estás respirando monóxido de carbono tu me dirías que no importa que lo que importa es respirar eso pasa con la vacuna china no hay evidencia que diga que sirve,0,Negativo,6.963970987250781e-19
110223,marionolio,que uds tienen moral nosotros no somos los que llamamos durante 23 años a no votar porque hay trampa pero igual votan nosotros no somos los que dicen que la vacuna rusa no sirven pero igual se la ponen al igual que la gasolina irani con nanochi,0,Negativo,7.119580046433858e-19
