,date,username,tweet,likes_count,sentiment_analysis
217292,2021-01-24,ignaciopou1,el presidente daniel martínez envía el primer avión en busca de la vacuna rusa vacunas sputnikv,1069,Neutro
50860,2021-02-06,atameati,dijo que no la callarian y está aterrada no dijo nada sobre la vacuna china cansino significa que le dolió el ridículo que hizo con la sputnikv está moralmente derrotada acabada pero no desistiremos hasta que renuncie fue un placer destruir a esa víbora,1061,Negativo
172767,2021-02-04,eabusad,se despreció la vacuna rusa no hay avión para traer las chinas no hay fecha exacta de llegada estamos al final de la cola somos uno de los países con mayor índice de muertos con qué cara vamos recibir el bicentenario si en 200 años aún no somos una república madura,1058,Negativo
183719,2021-02-02,guruchuirer,la oposición en estos momentos andres manuel es un inepto un asesino decidió comprar la barata y accesible vacuna rusa sputnik que tiene 92 de eficacia mejor hubiera comprado más de la lujosa y cara vacuna de pfizer que tiene 92 de eficacia vacunaadultosmayores,1054,Negativo
212877,2021-01-26,mcmaricarmen,de no creerse según no necesitamos ya la vacuna de moderna ni siquiera hay certidumbre de qué pasará con la 2a dosis de pfizer ni sobre la eficiencia de la vacuna rusa,1042,Negativo
167873,2021-02-06,berexun,pensé que lo de aguilar camín era una fakenews pero no el tipo realmente cree que la vacuna rusa funciona solamente con los rusos eso pasa cuando los ineptos como él y lilly téllez opinan a lo pndjo,1028,Negativo
183125,2021-02-02,nicoolsze,me cuentan por cucaracha que gente que rechazó darse la vacuna rusa cuando le tocaba hoy está llamando indignada para que se la den urgente,1024,Negativo
198864,2021-01-28,cirogomezl,no se puede utilizar una vacuna que no haya terminado satisfactoriamente los estudios de fase 3 aseguraba el dr en agosto ahora el está apostando a la vacuna rusa sputnikv,1017,Negativo
170250,2021-02-04,nicoolsze,argentina estaba en una encrucijada o respetaba el acuerdo de confidencialidad y firmaba con la vacuna rusa cuyos datos eran excelentes o rechazaba el acuerdo para complacer a tres twitteros que no saben leer un estudio clínico creo que eligió bien,994,Negativo
208260,2021-01-26,luisgasulla,aerolíneas argentinas y el monopolio del transporte de la vacuna rusa demagogia malos negocios para el estado y fortunas para los amigos del poder el repaso de la historia del señor de los cielos con,985,Negativo
173288,2021-02-03,diego10querido,vacuna rusa maradoneana junio 2017 diego se prubea la indumentaria de la selección rusa de hockey sobre hielo,976,Neutro
208033,2021-01-26,mike_oviedo,mientras que dice que la vacuna rusa es de baja calidad y solo funciona en papel angela merkel ofrece apoyo a moscú para entrada de vacuna sputnik v a ue y pensar que fue periodista antes de ser legisladora qué vergüenza,975,Negativo
180453,2021-02-02,andre4t1,todas las vacunas son bienvenidas hoy recibimos buenos resultados de la vacuna rusa angela merkel presidente de alemania méxico se prepara para recibir la llegada de las primeras dosis,971,Negativo
204256,2021-01-27,pedroferriz3,la vacuna rusa tiene más preguntas qué respuestas no se diga una mayor cantidad de complicaciones mexico está comprando a lo ciego,963,Negativo
189964,2021-02-02,aliananieves,la prestigiosa revista científica the lancet publica los resultados de la fase 3 de la vacuna rusa sputnikv científicos de alto rango de países como francia eeuu reino unido y argentina califican de muy impresionante y altamente efectivo el efecto de este fármaco,950,Positivo
218266,2021-01-23,soccivilmx,te pondrías la vacuna rusa sputnik v,948,Positivo
205083,2021-01-27,sadimlopez,como cuando te empeñas en gritar a los 4 vientos que la vacuna rusa no sirve para nada pero no te pones de acuerdo con tu ropero parlante y te deja en ridículo,948,Negativo
182243,2021-02-02,edufeiok,ésta si es una buena noticia por fin están los papeles the lancet publicó datos sobre la vacuna rusa sputnik v mostró una efectividad de 91 6 y no registró efectos adversos graves infobae,946,Neutro
168281,2021-02-05,hoypalestina,palestina recibió ayer 10 000 dosis de la vacuna rusa sputnik v,934,Neutro
215551,2021-01-25,cirogomezl,no hay estudios completos sobre la efectividad de la vacuna rusa sólo se han difundido resultados de un ensayo de fase 2 que tiene muchas deficiencias metodológicas afirmó porlamañana la doctora sandra pitta investigadora del,925,Negativo
216708,2021-01-24,rtultimahora,última hora maduro anuncia que venezuela recibirá muy pronto 10 millones de dosis de la vacuna rusa sputnik v,917,Neutro
183042,2021-02-02,restrepojcamilo,la gran noticia en materia de vacunas la da hoy la revista lancet la vacuna rusa sputnik tiene un de éxito del 91 y no tiene las restricciones de producción de los laboratorios europeos ni requiere de mega congelación,913,Negativo
174756,2021-02-03,afpespanol,infografía datos sobre la vacuna rusa sputnik v contra el covid 19 afp,912,Neutro
175213,2021-02-03,felipevg_22,quienes atacaron a por pedir que la vacuna rusa fuera aprobada por la comunidad científica antes de aplicarse en méxico son los mismos que celebran que la revista the lancet publique que la vacuna ya fue aprobada por la comunidad científica lo mismo que pidió lilly,910,Negativo
177332,2021-02-03,bluradioco,sputnik v la vacuna rusa que le calló la boca al mundo por su efectividad y sencillez de manejo mañanasblu,909,Negativo
180739,2021-02-02,mike_oviedo,gracias a la vacuna rusa sputnik v se salvará la vida de más de 12 millones de mexicanas y mexicanos punto,903,Negativo
50920,2021-02-06,jmmulet,por cierto la vacuna china se ha hecho con tecnología occidental y ciencia de verdad la aguja es para inyectarla pero no es acupuntura,896,Negativo
189854,2021-02-02,jmojedag,la vacuna rusa sputnik v acaba de publicar los resultados de su estudio clínico fase iii en the lancet en casi 20 mil voluntarios se tuvo eficacia de 91 también demostró ser segura y eficaz en adultos mayores,893,Negativo
184470,2021-02-02,gobiernomx,el dr informó sobre la publicación de los resultados del ensayo clínico fase iii de la vacuna rusa sputnik v de acuerdo con la revista británica la vacuna cuenta con una eficacia del 91 6 conoce los detalles y evita la desinformación,884,Negativo
182614,2021-02-02,silcasteja,la vacuna rusa fabricada en rusia inocula comunismo y la vacuna rusa fabricada en argentina inocula kirchnerismo me lo dijo mi vecino,881,Negativo
218691,2021-01-23,taniamaturana1,resulta que la vacuna rusa es más barata altamente eficaz como el 90 sin límite de edad y se almacena entre 2 y 8 grados de temperatura sin problema,877,Negativo
215490,2021-01-25,dios_tollotzinx,esa vacuna rusa no esta aprobada por la oms ni por la fda deberías confesar que no compraron las pfizer y dejar de estar inventándote enfermedades para no dar la cara en este desastre de muertos y contagiado,876,Negativo
174035,2021-02-03,gobiernomx,sputnik v obtuvo la autorización de uso de emergencia por parte de la la vacuna rusa tiene una eficacia estimada de 91 6 91 8 en adultos mayores y 100 de protección para casos graves consulta fuentes oficiales y científicas no des paso a la desinformación,876,Neutro
186596,2021-02-02,winston_dunhill,ahora le está pegando a sandra pitta carrió y nelson castro porque mientras ellos pedían evidencia científica que la vacuna rusa era buena él confió de movida en la palabra de la jefa acsel y conchita como no quererte braian i braian,875,Negativo
174616,2021-02-03,frankl70305825,alerta la campora con el cuento de inscribirte para la vacuna rusa tambien te afilia lee antes de firmar,856,Neutro
182599,2021-02-02,atameati,pues la vacuna rusa sputnik v ya cumplió solo falta que cumpla con la ambulancia que le prometió a ures ladyantivacunas,853,Negativo
202174,2021-01-27,g_quadri,nadie en el mundo ha autorizado la vacuna rusa sputnik v salvo rusia argentina y ahora méxico sumándose estas dos últimas naciones a bolivia venezuela y bielorrusia como los únicos en adquirirla,852,Negativo
204106,2021-01-27,laishawilkins,el presidente sabe que la vacunación es su mejor arma electoral es por ello que aprueba la vacuna rusa para tapar la pésima gestión en la compra y jornada y el retraso de pfizer prometió vacunarlos a toda costa el mundo no la ha autorizado salvo rusia argentina y ahora,851,Negativo
216513,2021-01-24,alfredodarrigo,sospecho que los líderes se vacunan con agua raúl aragón consultor político comentando las imágenes de la vacunación con la vacuna rusa de cfk en a24,847,Negativo
189295,2021-02-02,rochaperiodista,para los que dijeron que era la chafa la vacuna rusa sputnik v tiene una eficacia superior al 91 por ciento the lancet afp,838,Negativo
189361,2021-02-02,juliocastrom,resultados publicado en revista científica sobre eficacia y seguridad de vacuna rusa sputnik v medida al día 21 post vacuna eficacia 91 efectos adversos menores en baja proporción así funciona la ciencia,835,Negativo
191589,2021-01-31,carlaeurenaa,acabo de hablar con mi papá y mi mamá ya les llamaron por teléfono dijeron que no se pondrán la vacuna rusa por las contraindicaciones ni la cansino hoy sí odio con todo mi ser a este gobierno por hacer que mis padres tomen una decisión como ésa a esta altura de su vida,835,Negativo
50966,2021-02-06,drglavejp27,llegan las primeras dosis de la vacuna china de sinopharma gracias unmsm y upch el ensayo clínico desarrollado en perú facilitó compra de la primera vacuna en llegar a nuestro país juntoscuremoselperu,824,Neutro
213170,2021-01-26,gmonroyenergy,porqué insisten en usar la vacuna rusa la que no ha tenido peer review que no ha acabado la fase iii la que menos información pública ha dado yo no me pondría esa vacuna otras si pero la rusa ni de broma,822,Negativo
189826,2021-02-02,clarincom,la vacuna rusa sputnik v tiene una eficacia superior al 91 según publicó la prestigiosa revista the lancet,821,Positivo
185127,2021-02-02,ferbelaunzaran,quienes sostenían hace días que la publicación de los estudios de fase 3 para la vacuna rusa era una exquisitez innecesaria de occidente y aplaudían que cofepris se apurara en darle permiso sin cumplir con ese requisito hoy festejan que lancet los publicó quién los entiende,821,Negativo
209582,2021-01-26,milanmikky,urge primero la aprobacion de ladyantivacunas para que putin pueda hacer el envio de la vacuna rusa a méxico,817,Negativo
215122,2021-01-25,terevalemx,nos quieren poner una vacuna que no se sabe ni cómo está hecha ni que tanto protege ni nada todo por no gastar y no comprar a tiempo es muy grave acuerdan amlo y putin envío de 24 millones de la vacuna rusa a méxico,816,Negativo
51688,2021-02-04,sarubbibenitez,china nos enchufó el virus y nosotros siempre brillantes mandamos a vaca narvaja a comprar 2 millones de dosis de la vacuna china,815,Neutro
215128,2021-01-25,epncomandante,claro que es mentira lo acabo de ver y ya se puso la vacuna rusa,814,Negativo
210139,2021-01-26,migegs58,el odió es peligroso la misma persona que cerró los ojos en el doloroso caso de la niña paulette hoy pretende desacreditar la vacuna rusa contra covid poniendo en peligro miles de vidas su ambición no tiene límites ni conciencia,814,Negativo
184824,2021-02-02,bonoelchairo,credibilidad vacuna rusa sputnik v 91 6 credibilidad lilly téllez 0 no lo digo yo lo dice la ciencia,813,Negativo
181002,2021-02-02,jenarovillamil,la canciller alemana ángela merkel abre la puerta a la vacuna rusa sputnikv más allá de la infodemia desatada en contra de esta vacuna,811,Negativo
185651,2021-02-02,themusicpimp,la oms la vacuna rusa no puede suministrarse porque no se sabe si es efectiva los rusos 6 meses después luego que the lancet pública que la vacuna es 96 efectiva,806,Negativo
205529,2021-01-27,edgerome,todo es misterio en el trámite de aprobación y de compra de la vacuna rusa con expedientes secretos con tachaduras y con datos parciales de los rusos el gobierno no da información qué confianza se puede tener,804,Negativo
189121,2021-02-02,atilioboron,dedicado con todo cariño a los charlatanes y farsantes de los medios hegemónicos y las figuras de la oposición que durante meses se dedicaron a denigrar a la vacuna rusa que dirán ahora nada inventarán nuevas mentiras el objetivo es acabar con af,803,Negativo
218247,2021-01-23,rochaperiodista,sputnik news desmiente a empresario mexicano alejandro cossío que dijo haber comprado dos millones de dosis de la vacuna rusa y que tenga derechos exclusivos en méxico y centroamérica,802,Negativo
206567,2021-01-27,desireenavarro,es muy preocupante que este gobierno llegue a vacunar a la población sin información suficiente y adecuada a los usuarios de qué es exactamente lo que les están inyectando honestamente uds se vacunarían con la vacuna rusa sputnik v,801,Negativo
169480,2021-02-05,elhigadodmarita,recuerdan cuando salió la vacuna rusa sputnik los medios inmediatamente la denostaron hoy es considerada una de las más seguras al 92 de efectividad contra 58 de la basura china quién comandaba a los medios vizcarra por qué sagasti no las compra porque es vizcarra ii,799,Negativo
195646,2021-01-29,silvioravel,alerta mundial ante el de muertos por el covid 19 en venezuela declara human rights revelando que su rata de fallecidos x htante es más grave que la de brasil pero x dios no era esa dictadura de damier la que ofrecía 3 pinches respiradores y la vacuna rusa a col,798,Negativo
214480,2021-01-25,mike_oviedo,tras conversación cordial y exitosa con el pte vladimir putin méxico recibirá 24 millones de dosis de la vacuna rusa sputnik v informó aún en su enfermedad sigue trabajando incansable por el bienestar y la salud de su pueblo es un honor estar con obrador,794,Negativo
194050,2021-01-29,pagusrendon,mis mejores fiestas en la universidad fueron con oso negro qué le voy a andar teniendo miedo a la vacuna rusa,790,Negativo
169658,2021-02-05,alertanews24,urgente coronavirus unión europea la vacuna rusa sputnik v es una buena noticia para la humanidad,789,Positivo
203456,2021-01-27,sebas_rm,gob conseguimos la vacuna pfizer opo son muy pocas que gobernadores y privados también traigan gob adelante laboratorio no hay disponibilidad lo sentimos gob conseguimos vacuna rusa opo noooo los rusos fueron comunistas unos resuelven y los otros obstaculizan,789,Negativo
190177,2021-02-02,cirogomezl,ante la falta de respuesta imagennoticias fue en busca del dr para saber la forma en que se analiza evalúa y se aprobará en méxico la vacuna rusa sputnikv contra el covid19 esta es la entrevista completa que nos dio,788,Negativo
212397,2021-01-26,syzavel19,con la diatriba de la téllez en contra de la vacuna rusa también lanza una serie de acusaciones hacia ese país puedo entender su orientación ideológica e intereses pero de eso a este pronunciamiento totalmente fuera de lugar y de formas diplomáticas sólo habla de su ignorancia,785,Negativo
207378,2021-01-26,ecuernavaco,la senadora lilly tellez solo está diciendo la verdad el único que ha aprobado la vacuna rusa es gatell y eso es de terror por eso quieren callar su voz pero la vamos a apoyar no,785,Negativo
178926,2021-02-03,nellylun,si investigamos los abusos de empresarios gringos nos dicen rojos si informamos sobre la vacuna rusa y geopolítica somos progringos si tocamos a keiko caviares si desmentimos a líder de izquierda celebran los que nos llamaron rojos los extremos no creen en la libertad,777,Negativo
172821,2021-02-04,alefinocchiaro,no somos antivacunas la objeción era la falta de convalidación científica el festejo desmesurado de ayer por la validación de la vacuna rusa reflejó las dudas q tenían los mismos q las compraron y vacunaron argentinos hicieron con nosotros una apuesta a todo o nada adosvoces,777,Negativo
202182,2021-01-27,sdpnoticias,la senadora cuestiona a sobre la vacuna rusa sputnik v,772,Positivo
56276,2021-01-28,labohemianoche,oxford astra zeneca 7 dólares cada vacuna y puesta en lima en 15 días nos dice combutters que diablos están haciendo mazzetti y sagasti pagando millonadas por la vacuna china que ni siquiera es buena y ni saben cuando llegará basta nos están paseando willax,767,Negativo
184886,2021-02-02,el_universal_mx,seré la primera en aplaudir vacuna rusa cuando cumpla requisitos de ue y fda lilly téllez,767,Neutro
201359,2021-01-27,sonate_bleu,después de la vacuna rusa,766,Neutro
183392,2021-02-02,nicoolsze,mis condolencias para todos aquellos a quienes la publicación en the lancet les arruinó las expectativas de que la vacuna rusa fuera mala día horrible para ustedes aunque maravilloso para todo el resto de los argentinos y argentinas,766,Negativo
217496,2021-01-24,pirocratica,quiroz clarito conciso seguro impecable en 678 d c5n sobre la vacuna rusa impecable macri máximo kirchner,762,Positivo
178322,2021-02-03,lamafiadelpower,la vacuna rusa es como lópez en la unam no nos consta que haya pasado las pruebas,759,Negativo
181596,2021-02-02,mariettoponce,me dicen que ningún chile me embona con el tema de las vacunas señores celebro la publicación de la etapa iii de la vacuna rusa pero el gobierno ha mentido reiteradamente con la llegada de las dosis prefiero esperar a que estén en méxico y se apliquen antes de celebrar,758,Negativo
204473,2021-01-27,amimedicenmune,esto decía gatell en agosto sobre la vacuna rusa que ya aprobó pero que ni de pedo ha pasado satisfactoriamente los estudios de fase 3 no lo dijo la oposición lo dijo el elegido por su santísima excelencia para manejar la estrategia de contención de la pandemia,751,Negativo
166279,2021-02-07,kibudi,vacuna rusa y china falta traer la cubana y a mabel le agarra un acv,748,Negativo
191604,2021-01-31,_vicenteserrano,lomásvisto la senadora está furibunda contra la vacuna rusa sputnikv pero escupiría su veneno si fuera la vacuna enviada a los gobiernos estatales de su partido el dr ya le respondió incluso un servidor la retó a un debate,747,Negativo
189966,2021-02-02,ronnysuarez_,atención se publican los resultados de los ensayos de fase iii de la vacuna rusa sputnikv eficacia del 91 6 por ciento con dos dosis contra el covid 19 y buen nivel de seguridad,747,Negativo
53436,2021-02-02,patriciorosende,gente reclamando porque la vacuna china es de segunda categoría quien les puede explicar que las vacunas contra la influenza gripe hepatitis y otros también son de sinovac y nunca hubo problema,747,Negativo
192548,2021-01-30,donvocero,es segura la vacuna rusa como ya saben no soy infectologo ni médico pero podemos analizar un montón de cosas antes de emitir un juicio me acompañan abro hilodeixtle,745,Negativo
186671,2021-02-02,lillytellez,lo que espero es que la publicación de buenos resultados le dé a la vacuna rusa la aprobación de la ue y de la fda,736,Negativo
198269,2021-01-28,mariordch,mario quieres ponerte la vacuna rusa yo,736,Neutro
207522,2021-01-26,aristeguionline,la senadora del pan lilly téllez criticó el acuerdo para traer la vacuna rusa a méxico pues aseguró que esta apenas está siendo analizada por la oms,730,Negativo
185637,2021-02-02,ponchogutz,ahora que la vacuna rusa demostró el 91 6 de efectividad el pan exige el 99 9,728,Negativo
211811,2021-01-26,chioreya,y hablo la experta la todologa ahora resulta q se le tiene que pedir permiso a la señora para traer la vacuna rusa tiene la cabeza más hueca de lo que parece por favor pónganme ya un bozal,717,Negativo
173577,2021-02-03,minsaludcol,hace 3 semanas firmamos un acuerdo de confidencialidad para negociar la adquisición de la vacuna rusa sputnik v en prevenciónyacción el ministro dio más detalles al respecto,713,Negativo
50541,2021-02-07,rinconet,así como denunciaban al gobierno argentino por implementar la sputnik v una vacuna comunista nuestras almas de cristal aplauden al gobierno chileno por optar por la vacuna china es gente rara,713,Negativo
218345,2021-01-23,gtorreamione,preguntan si la vacuna rusa es buena respuesta rusa alemana china o americana necesitan evidencia de estudios clínicos prospectivos controlados audítados y reportados públicamente las vacunas que pasen esa prueba son las buenas independientemente de su país de origen,710,Negativo
50985,2021-02-06,jenarovillamil,la vacuna china cansinobio solicita a su uso de emergencia en méxico tras haberse aplicado en su fase 3 a más de 14 mil mexicanos el canciller ebrard considera que es muy buena noticia,710,Positivo
190528,2021-02-01,federicoarreola,no me voy a poner la vacuna rusa la china tampoco me espero a que lleguen las de primera división,706,Negativo
205967,2021-01-27,cirogomezl,comentariofinal sin la vacuna rusa sputnikv no se alcanzará el objetivo de vacunar a los mexicanos mayores de 60 años antes de que termine marzo si la fda estadunidense o la agencia europea de medicamentos no la autorizan se atreverá nuestra cofepris a hacerlo,706,Negativo
172158,2021-02-04,betocoralg,agosto 2020 colombia no está interesado en la vacuna rusa febrero 2021 colombia adelanta negociaciones para vacuna rusa bolivia y venezuela ya las tienen somos el hazmerreíer del mundo nos dirige un idiota pero un idiota peligroso,705,Negativo
179892,2021-02-02,reforma,salud brindó por la aprobación de la vacuna rusa sputnik v por parte de reforma angel delgado,703,Neutro
200899,2021-01-27,luiscardenasmx,cuando todavía le quedaba un poquitín de ética a don lópez gatell esto opinaba del sputnik v la vacuna rusa,698,Negativo
200429,2021-01-27,pagusrendon,le prenden fuego a un cono de papel para sacarse el aire del oído pero le tienen miedo a la vacuna rusa,695,Negativo
189912,2021-02-02,intramednet,nuevo el análisis intermedio del ensayo de fase 3 de la vacuna rusa covid19 con casi 20 000 participantes sugiere que un régimen de dos dosis tiene una eficacia del 91 6 contra el covid19 sintomático no se consideró que la vacunación tuviera efectos adversos graves,691,Negativo
211753,2021-01-26,rochaperiodista,angela merkel se ha comprometido a impulsar vacuna rusa sputnik v en toda europa más allá de diferencias políticas aquí en méxico ni para resolver un problema grave de salud publica se hacen a un lado las diferencias políticas,684,Negativo
209730,2021-01-26,lillytellez,no cambie de tema la vacuna rusa no tiene aval de la oms ni de la comunidad científica internacional,683,Negativo
179853,2021-02-02,sinlinea_mx,una buena noticia el dr hugo lópez gatell anuncia que cofepris autoriza en méxico el uso de emergencia para la vacuna rusa sputnik v qué sigue aquí te lo explica,683,Negativo
214399,2021-01-25,malepfranco,lilly téllez desprecia ayuda de rusia igualmente le pidieron a la senadora algo de responsabilidad aclarando que si no se desea poner la vacuna rusa está bien pero que no desinforme a la población vía 0,683,Negativo
194136,2021-01-29,hlfrisbie,sputnikv dicen que no les da confianza la vacuna rusa pero se inyectan botox del barato beben agua alcalina y se beben la proteína que les venden en el gimnasio,682,Negativo
204417,2021-01-27,lillytellez,la vacuna rusa no tiene el aval de la oms ni de la unión europea ni de la fda ni de la comunidad científica internacional me duele ver que usted desprecia la salud de los mexicanos conteste con argumentos científicos no con propaganda política qué barato,682,Negativo
204917,2021-01-27,alarcondibujos,comprar la vacuna rusa es por un tema de ideología o porque no había de otra talcual,679,Negativo
210331,2021-01-26,atameati,no encuentro por ningún lado las calumnias de odio de a la vacuna rusa cuando los goberladrones la querían comprar la senadoramuerte es igual que felipe calderón las muertes la sangre los legitima y los complace,678,Negativo
187094,2021-02-02,nico_grau,me alegra que la vacuna rusa sea efectiva es una muy buena noticia para el mundo me sorprende sin embargo la simpatía que sigue generando rusia en algunas personas de izquierda me sorprende por lo que fue la urss y sobre todo por lo que es rusia en la actualidad,677,Negativo
217162,2021-01-24,vivianaaferrari,la mina se puso un barbijo con la imagen de ella abrazada al que la fajaba la mandoneaba le metía los cuernos y no la dejaba gobernar imaginate si le voy a creer que se puso la vacuna rusa,675,Negativo
213241,2021-01-25,armando_regil,putin está feliz porque ni la fda ni la oms han aprobado su vacuna rusa pero lópez ya le dijo mándame todas las que puedas no somos experimento en junio van a ver de lo que somos capaces les vamos a quitar un buen pedazo del pastel para después sacarlos para siempre,673,Negativo
178666,2021-02-03,patricioachurra,que les pasa con la vacuna rusa se trata de rusia no de la urss son más capitalistas y neoliberales que chile lanzaron el sputnik el primer ser humano al espacio envenenan a los disidentes y no van a hacer buenas vacunas onde la viste,670,Negativo
205996,2021-01-27,rochaperiodista,la oms muestra disposición de acelerar certificación de la vacuna rusa sputnik v sputnik news que no se enteren lilly téllez y los tuiteros expertos en vacunas porque la oms no puede estar por encima del comité tuitero de certificación de vacunas,670,Negativo
208118,2021-01-26,lillytellez,ya no pudo sola la senadora y sale la senadora a hacer el trabajo sucio de lópez gatell atrévase a negar que la vacuna rusa no tiene aval de la oms ni de la comunidad científica internacional ustedes humillan a la patria ante su partido,669,Negativo
188778,2021-02-02,javicaches,hilo rápido sobre la campaña contra la vacuna rusa de cambiemos en el medio de una pandemia arrancamos con carrió y diputados de la cc que hicieron una denuncia judicial contra el gobierno por envenenamiento,668,Neutro
183698,2021-02-02,juancarlossaid,notable efectividad de sputnik vacuna rusa para covid19 91 resultados publicados en thelancet 100 efectiva para prevenir casos moderados a severos dos dosis,665,Neutro
187181,2021-02-02,jesusmartinmx,a ver gobiernito de cuarta pónganse de acuerdo la vacuna rusa sputnikv del gatelito o la de que anunció marcelo ebrard ebrard están hechos pelotas,660,Negativo
202950,2021-01-27,lillytellez,pide apoyo la senadora para cambiar el tema pero ojo la vacuna rusa no tiene la aprobación sanitaria de la oms la ue la fda y la comunidad científica internacional es muy importante la vacunación pero con aval científico,660,Negativo
187102,2021-02-02,alsnig,hoy celebra que the lancet publique que la vacuna rusa es efectiva y tiene buenos estudios unos meses antes arremetía contra ellos drchimoltrufia yacallategatell,659,Negativo
180142,2021-02-02,mcmaricarmen,anuncia que ya aprobó la vacuna rusa en méxico lo que resultó un fracaso es la página para que los adultos mayores de 60 años nos registremos para recibir la vacuna de plano se suspendió la página,655,Negativo
213401,2021-01-25,frasalazar,ya le urge a mi jefe que llegue la vacuna rusa,647,Negativo
217260,2021-01-24,mihai11ovich,les encanta el libre mercado pero no dejan que el casmu incorpore a las posibilidades de los uruguayos la vacuna rusa sputnik v son un cracks eh,640,Negativo
55091,2021-01-29,zuloagaignacio,quisieron desacreditar al gobierno por el proceso de compra de vacuna china y les salió el tiro por la culata,640,Negativo
204257,2021-01-27,werareynoso,le hizo una pregunta puntual y legítima a gatell por qué compra la vacuna rusa que no tiene aval de la oms ni de la comunidad científica internacional otra vez el señor evadió la pregunta la comunidad científica internacional no respalda esta vacuna,635,Negativo
214058,2021-01-25,atilioboron,atención lilita y perioperadores merkel quiere la vacuna rusa sputnik v para la unión europea hay atrasos en entrega vacuna pfizer en dinamarca estonia finlandia lituania letonia república checa suecia italia y canadá la prensa seria,622,Neutro
209508,2021-01-26,ecuernavaco,en que se parece la vacuna rusa y tatiana clouthier en la secretaria de economía en que nadie ha probado su eficiencia,618,Negativo
187125,2021-02-02,freddier,muy buenas noticias la vacuna rusa sputnik v al fin terminó fase 3 91 6 efectiva excelente como es casi la misma oxford astrazeneca podrían incluso compartir dosis lastima el daño que hicieron al publicar datos incompletos en el 2020,615,Neutro
182678,2021-02-02,clarincom,el intendente de baradero dio positivo de coronavirus tras darse la segunda dosis de la vacuna rusa,613,Negativo
187988,2021-02-02,galaromani,yo no entendí nunca por qué no se compró la vacuna rusa o no se utilizó la fórmula que los chinos dijeron que compartirían con el resto del mundo gratis para que fabricasen vacunas ni entiendo por qué se decidió comprar a los de siempre que no tienen palabra ni educación,611,Negativo
192948,2021-01-30,menyvazq,rusia algo anda mal cuando la vacuna rusa producida por el gobierno ruso es defendida por el gobierno ruso 1 sencillo saquen los estudios de la fase 3 concluidos que es lo que toda vacuna debe tener 2 ademas por qué rusia tiene los mismos números de vacunación que aquí,611,Negativo
181264,2021-02-02,marycar22994836,dice lilly téllez que hasta que no vea un capítulo de la rosa de guadalupe donde estén usando la vacuna rusa sputnik v va a creen que es segura,611,Negativo
171899,2021-02-04,sputnikv___,no soy la vacuna rusa soy la sputnik v no es la vacuna de pfizer es la vacuna del fondo buitre blackrock las cosas por su nombre,610,Negativo
168875,2021-02-05,elgatopolitico_,ñoqueño ahora la unión europea aplaude la vacuna rusa sputnik v y la calificó como una buena noticia para la humanidad porque existen más herramientas para poder combatir al covid 19 qué tal eh excelente teamgatopolítico,608,Negativo
213453,2021-01-25,marcobo14299061,la derecha ya inició sus ataques contra la vacuna rusa sputnikv que se compró para suplir los embarques que no va entregar la vacuna pfizer de eeuu en las próximas 3 semanas no les importa los adultos mayores que se contagien y mueran en esas 3 semanas incluido el presidente,607,Negativo
54867,2021-01-29,juanabelg,a mi me pueden poner la vacuna china la rusa la sincelejana la que sea ya quiero salir de esta hijueputa cárcel que ha sido el coronavirus que tengan un puente tan bello como lo será ese día en el que nos chucen el bracito,607,Negativo
179292,2021-02-03,therealloril,ojalá la vacuna rusa tenga chip y nos borre de la mente la canción ropa cara de camilo,606,Negativo
200952,2021-01-27,proceso,la senadora xóchitl gálvez llamó cobarde a lópez gatell por las expresiones que hizo contra lilly téllez sobre la vacuna rusa sputnik v,601,Negativo
207466,2021-01-26,manuelhborbolla,datos duros de la vacuna rusa nunca imaginé que lilly téllez tuviera tantos fans ahora resulta que una vacuna con más de 90 de eficacia es por obra y gracia de la propaganda mediática la ignorancia y la estupidez un medicamento de mala calidad,600,Negativo
174641,2021-02-03,ealmal,linchamiento mediático a lilly téllez promovido desde palacio 1 la senadora no es antivacunas pidió que la vacuna rusa se aplique hasta que tenga las credenciales de seguridad de la oms la unión europea la fda y la comunidad científica internacional,598,Negativo
185370,2021-02-02,sinlinea_mx,así lo dijo el dr lópez gatell pide a los agoreros del desastre dejar de mentirle a la población la vacuna rusa y las demás que vienen para méxico son seguras es falso que la sputnik v no se pueda aplicar a los adultos mayores noaloscharlatanes noalainfodemia,598,Negativo
172258,2021-02-04,eltiempo,el ministro de salud fernando ruiz anunció este miércoles que el país firmó un acuerdo de confidencialidad para negociar la adquisición de la vacuna rusa sputnik v,595,Negativo
194427,2021-01-29,actualidadrt,no falla tras cada anuncio gubernamental de un acuerdo para adquirir la vacuna rusa surge una respuesta escéptica despectiva y amonestadora en los grandes medios esta vez ocurrió en méxico con,594,Negativo
184764,2021-02-02,divalustar,con una eficacia de más del 90 la vacuna rusa que llegará a méxico con la ayuda del gobierno nos da mucha alegría porque podrá salvar más vidas pero esto ya lo sabía la especialista lilly tellez no,592,Negativo
168126,2021-02-05,gabrielguerrac,es fake lo del que dice que la vacuna rusa solo funciona si eres ruso verdad,592,Negativo
211995,2021-01-26,pulsionparcial,ahora que se cayó lo de la vacuna rusa podría pedirle a maduro que nos mande las gotitas mágicas contra el covid 19 no qué pasa no confían en el líder patria grande de la exitosa venezuela vamos gestioná,590,Negativo
